단어명	영문약어	영문명	형식단어	도메인	표준여부	설명
인가된사용자	AUSR	AUTHORIZED USER	N		N	기록관리시스템의 특정 기능을 사용할 수 있도록 허가된 자
인건비	LBRCO	Labor Cost	N		Y	人件費. 사람을 부리는 데에 드는 비용
인계	HNDV	HANDOVER	N		Y	引繼
 하던 일이나 물품을 넘겨주거나 넘겨받음
[법률정의] (정부투자기관문서규정) 완결된 
인계자	PHND	PERSON IN HANDOVER	N		N	인계하는 사람.
인구	PPLTN	Population	N		Y	人口. 일정한 지역에 사는 사람의 수
인물	PRSN	PERSON	N		Y	일정한 상황에서 어떤 역할을 하는 사람.
인쇄	PRNT	PRINTING	N		Y	印刷
 문자나 그림˙사진 등을 종이나 기타 물체의 겉면에 옮겨 찍어서 여러 벌의 복제물(複
인수	ACPTN	Acceptance	N		Y	引受. 물건이나 권리를 건네받음
인수서	ACPP	ACCESSION PAPER	N		N	인수됨을 확인하는 문서
인수실	ACRM	ACCESSION ROOM	N		N	기록관 또는 특수기록관으로부터 기록물을 인수하는 공간

비고 이관 목록과 원본의 일치여부,
인수인계	TKOV	TAKING OVER	N		N	引受引繼  업무(業務) 물려받고 넘겨줌
인수자	ACPTR	Acceptor	N		Y	引受者. 물건이나 권리를 건네받는 사람
인용표준	NREF	NORMATIVE REFERENCE	N		N	어떤 표준이 그 규정의 일부를 구성하기 위하여 인용하는 한국산업표준, 국제표준, 기록관리표
인원	NMPR	NUMBER OF PERSON	N		Y	人員 단체를 이루고 있는 사람들.
인원수	NOPE	The Number of Persons	Y	수	Y	人員數. 사람의 수효
인증	CERT	Certification	N		Y	認證. 어떠한 문서나 행위가 정당한 절차로 이루어졌다는 것을 공적 기관이 증명함
인증기관	CTFA	CERTIFICATE AUTHORITY	N		N	사용자 및 다른 인증기관들에게 공개키 인증서를 발급하는 기관. 인증서 폐기 목록을 주기적으
인증서	CTFE	CERTIFICATE	N		N	공개키와 사용자의 관계를 연결하여 주는 전자 정보. 인증기관에서 발급한다.
인증서주체	CTFS	CERTIFICATE SUBJECT	N		N	전자서명 행위의 주체로서 책임과 권한이 부여되는 사람 또는 시스템. 혹은 해당 전자서명을 
인증서폐기목록	CRL	CRL, CERTIFICATE REVOCATION LIST	N		N	유효기간이 남아 있는 인증서 중 개인키 분실, 퇴직, 보직 변경 등으로 인해 사용할 수 없
인코딩	ENC	ENCODING	N		N	기계적 처리를 위해 고안된 구문 또는 신호를 특정한 부호들의 나열로 그 형태를 바꾸는 것

인터넷	INET	INTERNET	N		Y	국제 컴퓨터 통신망의 한 가지. 서로 다른 컴퓨터 또는 네트워크 사용자들과 연결, 여러 가
인허가	LCPMT	Licenses And Permits	N		Y	認許可. 인가와 허가를 아울러 이르는 말
인화지	PHPP	PHOTOGRAPHIC PAPER	N		N	印畵紙 종이를 지지체(支持體)로 하는 사진우제(乳劑)를 도공하여 만드는 감광지(減光紙)의 
일	DAY	Day	N		Y	日. 하루 동안
일괄	PKG	PACKAGE	N		N	一括
개별적인 여러 가지 것을 한테 묶음.
일괄작업	PKGWK	PACKAGE WORK	N		N	一括
개별적인 여러 가지 것을 한테 묶음.
作業
 일정한 목적과 계획 아래 하는 일.
일련번호	SN	Serial Number	Y	일련번호	Y	一連番號. 일률적으로 연속되어 있는 번호
일반	GENR	Generality	N		N	전체에 두루 해당되는 것
일본어	JAPL	JAPAN LANGUAGE	N		N	일본 민족이 쓰는 일본의 공용어.
일시	DT	Date and Time	Y	연월일시분초	Y	日時. 날짜와 시간을 아울러 이르는 말로 연월일시분초를 나타냄
일자	YMD	YEAR Month Day	Y	연월일	Y	日子/日字. 어느 날이라고 정한 날로 연월일을 나타냄
일정	SCHDL	Schedule	N		Y	日程. 일정한 기간 동안 해야 할 일의 계획을 날짜별로 짜 놓은 것
임시	TMPR	Temporary	N		Y	臨時. 미리 정하지 아니하고 그때그때 필요에 따라 정함
임용	APNTMN	Appointment	N		Y	任用. 직무를 맡기어 사람을 씀
입고	WRHS	Warehousing	N		Y	入庫. 물건을 창고에 넣음
입국	ENTCNY	Entering a Country	N		Y	入國. 자기 나라 또는 남의 나라 안으로 들어감
입금	DPST	Deposit	N		Y	入金. 돈을 들여놓거나 넣어 줌. 또는 그 돈
입금자	PYR	Payer	N		Y	入金者. 은행 등지에 돈을 들여놓는 사람
입대	ENLSTM	Enlistment	N		Y	入隊. 군대에 들어가 군인이 됨
입력	INPT	Input	N		Y	入力. 문자나 숫자를 컴퓨터가 기억하게 하는 일
입력자	KBRDR	Keyboarder	N		Y	入力者. 문자나 숫자를 컴퓨터가 기억하게 하는 행위를 하는 사람
입사	JNCMP	Joining a Company	N		Y	入社. 회사 따위에 취직하여 들어감
입산	MTCG	Mountain-Climbing	N		Y	入山. 산속에 들어감
입수	OBTN	OBTAINMENT	N		Y	入手
 손에 넣거나 손에 들어옴
입찰	BID	Bid	N		Y	入札. 상품의 매매나 도급 계약을 체결할 때 여러 희망자들에게 각자의 낙찰 희망 가격을 서
입학	MTCLTN	Matriculation	N		Y	入學. 학생이 되어 공부하기 위해 학교에 들어감. 또는 학교를 들어감.
잉크	INK	INK	N		N	글씨를 쓰거나 인쇄하는 데 쓰는, 빛깔 있는 액체     예) 잉크상태설명
자격	QLFC	Qualification	N		Y	資格. 일정한 신분이나 지위를 가지거나 일정한 일을 하는 데 필요한 조건이나 능력
자격증	CRTFCT	Certificate	N		Y	資格證. 일정한 자격을 인정하여 주는 증서
자기매체	MMD	MAGNETIC MEDIA	N		N	기록매체의 재질이 자기적 특성을 이용해서 데이터를 수록하고 재생하는 디지털 정보기억매체
자기매체서고	MMS	MAGNETIC MEDIA STACKS	N		N	오디오, 비디오 등 자기매체류를 보존하는 서고
자동	AUTO	Auto	N		N	自動 기계나 설비 따위가 자체 내에 있는 일정한 장치의 작용에 의하여 스스로 작동함
자동차등록번호	VHRNO	Vehicle Registration Number	Y	자동차등록번호	Y	自動車登錄番號. 국토교통부장관이 고시한 기준에 따라 자동차의 종류와 용도별로 구분하여 자동
자료	DATA	Data	N		Y	資料. 연구나 조사 따위의 바탕이 되는 재료
자료관	ARSM	Archives Museum	N		N	기록물을 대여하는 기관이나 건물
자료실	RSRM	RESOURCE ROOM	N		Y	資料室
 공유하고자 하는 문서, 파일 등을 보관하고 찾아볼 수 있도록 한 장소
자본금	CPTL	Capital	N		Y	資本金. 영리를 목적으로 사업에 투자한 돈
자산	AST	Asset	N		Y	資産. 개인이나 법인이 소유하고 있는 경제적 가치가 있는 유형/무형의 재산
자원	RSRC	RESOURCE	N		Y	資源
 인간 생활 및 경제 생산에 이용되는 원료로서의 광물, 산림, 수산물 따위를 통틀어 
자주식	SFPRPL	Self-Propelled	N		Y	自走式. 엔진, 바퀴 따위를 갖추어 스스로 움직이는 방식
자체	ONSL	ONESELF	N		Y	自體
 바로 그 본래의 바탕.
자체관리	SFMN	ONESELF MANAGEMENT	N		N	기관내에서 자체적으로 관리함
자체관리기관	SMA	SELF-MANAGEMENT AGENCY	N		N	「공공기록물 관리에 관한 법률 시행령」 제3조 각 호에서 정하는 기관 중 직접관리기관을 제
자택	HOME	Home	N		Y	自宅. 자기 집
작곡자	CPSR	COMPOSER	N		Y	작곡?자(作曲者)[?꼭짜][명사]작곡한 사람.
작사자	LYWR	LYRIC WRITER	N		N	作詞者 노랫말을 지은 사람 예) 작사자명
작성	WRT	Writing	N		Y	作成. 서류, 원고 따위를 만듦
작성자	WRTR	Writer	N		Y	作成者. 서류, 원고 등을 만든 사람
작업	JOB	Job	N		Y	作業. 일을 함. 또는 그 일로 일정한 목적과 계획 아래 하는 일
작업자	OPRTR	Operator	N		Y	作業者. 일을 하는 사람
잔액	BLNC	Balance	Y	금액	Y	殘額. 나머지 액수
잠금	LOCK	LOCK	N		Y	걸거나 채우거나 해서 함부로 열 수 없게 하다
잡서	MSBK	MISCELLANEOUS BOOKS	N		N	雜書  1. 여러 가지 잡다한 사실을 적은 책.  2. 되는대로 함부로 모아 엮은 책.  
장기	LNTR	LONG TERM	N		Y	長期
 오랜 기간.
장기검증관리체계	LTVM	LONG-TERM VALIDATION 
MANAGEMENT SYSTEM	N		N	국가기록원에서 시행하는 전자기록물에 대한 전자서명 및 검증 시 이용되는 시스템. 전자서명장
장기검증데이터	LTVD	LONG-TERM VALIDATION DATA	N		N	ES, ES-T, ES-C, ES-X, ES-A 등의 형식을 가지는 데이터에 대한  통칭으
장기검증통합연계API	LAPI	LONG-TERM VALIDATION 
UNIFICATION CONNECTION API(APPLICATION PROGRAMMING INTERFACE)	N		N	장기검증관리체계와 연계하는 각급 기록관리시스템 등에서 전자기록물 전자서명 장기검증 등의 기
장기보존	LTP	LONG-TERM PRESERVATION	N		N	전자기록물에 접근할 수 있고 진본의 상태를 유지하여 증거로서 인정받을 수 있도록 하는 보존
장기보존포맷	LTPF	LONG-TERM PRESERVATION FORMAT	N		N	장기간 전자기록물의 진본성을 무결하게 보존하기 위하여 전자기록물 원문, 문서보존포맷, 메타
장비	EQPMNT	Equipment	N		Y	裝備. 갖추어 차림. 또는 그 장치와 설비
장소	PLC	Place	N		Y	場所. 어떤 일이 이루어지거나 일어나는 곳
장애	DSBLTY	Disability	N		Y	障礙. 신체 기관이 본래의 제 기능을 하지 못하거나 정신 능력이 원활하지 못한 상태
장애인	PWDBS	People With Disabilities	N		Y	障礙人. 신체의 일부에 장애가 있거나 정신 능력이 원활하지 못해 일상생활이나 사회생활에서 
재	R	RE	N		N	再
재차, 거듭, 다시한번
재검사	RINSP	REINSPECTION	N		Y	재검사(再檢査)[명사][하다형 타동사] (한 번 검사한 것을) 다시 검사함, 또는 그 검사
재난	DSTR	DISASTER	N		N	인간의 생명ㆍ신체 및 재산과 조직에 피해를 주거나 줄 수 있는 자연재해, 인재 또는 이 두
재난관리	DSMN	DISASTER MANAGEMENT	N		N	재난의 예방ㆍ대비ㆍ대응 및 복구를 위하여 행하는 모든 활동
재난관리대비	DPR	DISASTER PREPAREDNESS,
PREPARATION	N		N	재난이 발생할 경우를 가정하고 원활히 대응할 수 있도록 사전에 준비하는 재난관리 활동
재난관리복구	RCOV	RECOVERY	N		N	재난이 일어난 후에 기록물이나 시설을 재난 발생 이전의 원래 상태로 되돌리기 위한 재난관리
재난복구계획	DRP	DISASTER RECOVERY PLAN	N		N	조직이 재난의 피해를 최소화하고, 중요 기능을 그대로 유지하거나 또는 신속히 재개할 수 있
재난복구시스템	DRS	DISASTER RECOVERY SYSTEMS	N		N	천재지변이나 해킹 등 각종 재해에 대비해 시스템을 회복 가능한 상태로 구축한 시스템
재배치	RPOS	REPOSTING	N		Y	再配置
 다시 물건을 알맞은 자리에 나누어 둠
재변환	RCVN	RE-CONVERSION	N		N	다시 변환함
재분류	CLGN	CLASSIFICATION AGAIN	N		Y	再分類
 다시 분류함
재생	RVVL	REVIVAL	N		Y	再生
 낡거나 못 쓰게 된 물건을 가공하여 다시 쓰게 함.
재생성	RECR	Recreation	N		N	다시 만듦
재이관	RETRNSF	Transfer Again	N		N	다시 이관함
재전송	RETR	RETRANSMISSION	N		N	이미 전송한 파일 또는 파일블록을 다시 전송하는 기능
재접수	RERCPT	Receive Again	N		N	다시 접수함
재직	HDOF	Hold Office	N		Y	在職. 어떤 직장에 소속되어 근무하고 있음
재질	QOMT	QUALITY OF MATERIAL	N		Y	材質
 재료가 가지는 성질.
재책정	REAP	RE-APPROPRIATION	N		N	다시 책정함
재평가	REVL	Evaluation Again	N		N	다시 평가함
재확정	RECFMTN	Confirmation Again	N		N	다시 확정함
저온냉각	DFRZ	DEEP FREEZING	N		N	물에 젖은 기록물의 훼손이 심화되는 것을 예방하거나 해충을 없애기 위해서 기록물을 -18°
저자	AUT	Author	N		Y	著者. 글로 써서 책을 지어 낸 사람
저작권	CPYR	COPYRIGHT	N		Y	著作權
 문학, 예술, 학술에 속하는 창작물에 대하여 저작자나 그 권리 승계인이 행사하는 
저작물	LTWK	LITERARY WORK	N		N	著作物 사상이나 기술, 연구 결과, 문예 작품 따위를 글로 써서 책으로 펴낸 것
저장	STRG	Storage	N		Y	貯藏. 물건이나 재화 따위를 모아서 간수함
저장매체	STMD	STORAGE MEDIA	N		N	기록물관리기관이 전자기록물을 단기, 중기적으로 보관할 수 있도록 규정한 디지털 정보기억매체
적발	DSCL	Disclose	N		Y	摘發. 숨겨져 있는 일이나 드러나지 아니한 것을 들추어냄
적용	APLCN	Application	N		Y	適用. 알맞게 이용하거나 맞추어 씀
적합	STBLT	Suitability	N		Y	適合. 일이나 조건 따위에 꼭 알맞음
적합성수준	CLV	CONFORMANCE LEVEL	N		N	파일과 판독기가 반드시 준수해야 하는 제약사항과 요구사항들의 식별된 집합
전거	REFS	REFERENCE SOURCE	N		N	말이나 문장의 근거가 되는 문헌상의 출처
전거레코드	ARC	AUTHORITY RECORDS	N		N	기록물 목록에서 접근점으로 선정된 단체ㆍ인물ㆍ사건 등을 표준화된 형식으로 상세기술하고 다른
전공	MJR	Major	N		Y	專攻. 어느 한 분야를 전문적으로 연구함. 또는 그 분야
전문	TELGM	Telegram	N		Y	電文. 전보의 내용이 되는 글
전문검색	FTR	Full Text Retrieval	N		N	어떤 정보의 본문 내용 전체를 검색하는 것
전문요원	SPLST	Specialist	N		N	학문과 기술의 연구를 위하여 해당 전문 분야의 연구 업무에 종사하는 사람
전산	DTPC	DATA PROCESSING	N		N	電算
컴퓨터를 이횽아형 정보 처리를 하는 일
전송	TRSM	Transmission	N		Y	電送. 통신회선을 이용하여 보냄
전송목록파일	TLF	TRANSMISSION LIST FILE	N		N	전송할 전자기록물파일 목록 및 파일정보를 포함한 파일
전시	DSPY	DISPLAY	N		Y	展示
 여러 가지 물품을 한곳에 벌여 놓고 보임.
전용	PRUS	PRIVATE USE	N		Y	專用
 남과 공동으로 쓰지 아니하고 혼자서만 씀.
전용면적	XUAR	Exclusive Use Area	Y	면적	Y	專用面積. 아파트 따위의 공동 주택에서 출입구, 엘리베이터, 계단 등 공용 면적을 뺀 나머
전입	MVIN	Move In	N		Y	轉入. 이전 거주지에서 새 거주지로 옮겨 옴
전자	ELCT	ELECTRON	N		Y	電子
 원자를 이루는 기본적 소립자의 한 가지. 음전하(陰電荷)를 가지고 질량이 매우 작으
전자간행물	DPUB	DIGITAL PUBLICATION	N		N	종이형태의 도서로 간행될 수 있는 저작물의 내용을 전자적인 형태로 작성하여, CD-ROM,
전자기록기술정보관리	ERTIM	ELECTRON RECORD TECHNOLOGY INFORMATION MANAGEMENT	N		N	
전자기록물	DRC	DIGITAL RECORDS	N		N	정보처리능력을 가진 장치로 전자적인 형태로 작성하여 송신ㆍ수신 또는 저장되는 전자문서, 웹
전자기록생산시스템	DRCS	DIGITAL RECORDS CREATE 
SYSTEMS	N		N	공공기관의 업무처리 전 과정에서 발생하는 문서 및 행정정보를 전자적으로 처리하고 관리하는 
전자납부번호	EPAYNO	Electronic Payment Number	Y	전자납부번호	Y	電磁納付番號. 지방자치단체가 매 부과건마다 유일하게부여하는 세입금의 고유번호
전자서명알고리즘	DSA	DIGITAL SIGNATURE 
ALGORITHM	N		N	전자서명에 사용되는 알고리즘으로 해시 값을 통해 전자서명 방식을 결정하는 것. SHA1Wi
전자화기록물	DGR	DIGITIZED RECORD	N		N	종이문서 등 아나로그 기록물을 전자적인 저장형태로 변환한 기록물
전체	WHOL	Whole	N		Y	全體. 개개 또는 부분의 집합으로 구성된 것을 몰아서 하나의 대상으로 삼는 경우에 바로 그
전표	SLIP	Slip	N		Y	傳票. 은행, 회사, 상점 따위에서 금전의 출납이나 거래 내용 따위를 간단히 적은 쪽지
전화번호	TELNO	Telephone Number	Y	전화번호	Y	電話番號. 가입된 전화마다 매겨져 있는 일정한 번호
전환	TRNSTN	TRANSITION	N		N	轉換 다른 방향이나 상태로 바뀌거나 바꿈
절	CLAUS	CLAUSE	N		N	표준의 목차를 세분화하기 위한 기본 구성 요소. 각각의 제목과 연속적인 번호가 부여된다. 
절대	ABSLT	Absolute	N		N	絕對 아무런 조건이나 제약이 붙지 아니함
점	PICE	PIECE	N		N	點  (글?미술?음악 등의 작품) 한 점[하나]; 작품
점검	CHCK	Check	N		Y	點檢. 낱낱이 검사함. 또는 그런 검사
점검자	INSCTR	Inspector	N		 	點檢者. 어떤 대상이나 일을 세밀하게 검사하는 사람
점수	SCR	Score	Y	수	 	點數. 성적을 나타내는 숫자
점유	PSSN	POSSESSION	N		Y	占有 물건이나 영역, 지위 따위를 차지함.
접근	ACS	Access	N		 	接近. 가까이 다가감/기억 장치에 데이터를 쓰거나 기억 장치에 들어 있는 데이터를 탐색하고
접근토큰	ATK	ACCESS TOKEN	N		N	로그온 수행 시 필요한 보안 정보가 들어 있는 일종의 객체. 로그온 할 때 만들어지며 프로
접속	CNTN	Connection	N		 	接續. 서로 맞대어 이음. 컴퓨터에서 여러 개의 프로세서와 기억 장치 모듈 사이를 물리적으
접수	RCPT	Receipt	N		 	接受. 신청이나 신고 따위를 구두(口頭)나 문서로 받음
접수자	CLR	Clerk	N		 	接受者. 신청이나 신고 따위를 구두나 문서로 받은 사람
접수처	INOF	INFORMATION OFFICE	N		Y	접수 사무를 맡아보는 곳.
정도	DGRE	DEGREE	N		Y	程度
 사물의 성질이나 가치를 양부(良否), 우열 따위에서 본 분량이나 수준.
정렬	SORT	Sort	N		 	整列. 가지런하게 줄지어 늘어섬. 또는 그렇게 늘어서게 함
정리	ARNGMT	Arrangement	N		 	整理. 문제가 되거나 불필요한 것을 줄이거나 없애서 말끔하게 바로잡음
정보	INFO	Information	N		 	情報. 어떤 자료나 소식을 통하여 얻는 지식이나 상태의 총량
정보원	ISRC	INFORMATION SOURCE	N		N	정보의 출처
정부	GVRN	GOVERNMENT	N		Y	政府
 (입법부?사법부에 대하여) 국가의 정책을 집행하는 행정부.
정산	CLCLN	Calculation	N		 	精算. 정밀하게 계산함. 또는 그런 계산
정상	NML	Normal	N		 	正常. 특별한 변동이나 탈이 없이 제대로인 상태
정수	INTG	INTEGER	N		Y	整數
 자연수, 자연수의 음수 및 영을 통틀어 이르는 말.
정수점검	CEA	CHECKING EXACT AMOUNT	N		N	定數點檢 서고 관리의 한 절차로, 기록의 수량을 주기적으로 점검하는 행위
정의	DFN	DEFINITION	N		Y	定義
 어떤 개념의 내용이나 용어의 뜻을 다른 것과 구별할 수 있도록 명확히 한정하는 일,
정정	CRRC	CORRECTION	N		N	訂正
 글자나 글 따위의 잘못을 고쳐서 바로잡음.
정책	PLCY	POLICY	N		Y	政策
 정부나 정치 단체의 정치에 관한 방침과 그것을 이루기 위한 수단.
정책분야	PCAA	POLICY AREA	N		Y	지방교육 기능별 분류체계의 1단계 분류
정책영역	PLRM	POLICY REALM	N		Y	지방교육 기능별 분류체계의 2단계 분류
제1	THON	THE ONE	N		N	첫번재.  예) 제1특수목록명
제2	THTW	THE TWO	N		N	두번째.  예) 제2특수목록명
제3	THTH	THE THREE	N		N	세번째.  예) 제3특수목록명
제공	PVSN	Provision	N		 	提供. 무엇을 내주거나 갖다 바침
제목	TTL	Title	Y	명	 	題目. 작품이나 강연, 보고 따위에서, 그것을 대표하거나 내용을 보이기 위하여 붙이는 이름
제외	EXCL	Exclusion	N		 	除外. 따로 떼어내어 한데 헤아리지 않음
제작	FBCTN	Fabrication	N		 	製作. 재료를 가지고 기능과 내용을 가진 새로운 물건이나 예술 작품을 만듦
제작사	MNFCTR	Manufacturer	N		 	製作社. 새로운 물건이나 예술 작품을 만드는 회사
제정	ESTB	ESTABLISHMENT	N		N	制定 제도나 법률 따위를 만들어서 정함
제조	MNFTR	Manufacture	N		 	製造. 공장에서 큰 규모로 물건을 만듦
제조사	MKR	Maker	N		 	製造社. 물품을 만드는 일을 하는 회사
제출	SBMSN	Submission	N		 	提出. 문안(文案)이나 의견, 법안(法案) 따위를 냄
제품	PRDCT	Product	N		 	製品. 원료를 써서 물건을 만듦. 또는 그렇게 만들어 낸 물품
제한	LMT	Limit	N		 	制限. 일정한 한도를 정하거나 그 한도를 넘지 못하게 막음. 또는 그렇게 정한 한계
조건	CND	CONDITION	N		Y	條件
 어떤 사물이 성립되거나 발생하는 데 갖추어야 하는 요소.
조기호표	KSGT	KEY SIGNATURE TABLE	N		N	調記號 조표(음자료표 다음에 붙이는 올림표나 내림표)의 기호표
조사	EXMN	Examination	N		 	調査. 사물의 내용을 명확히 알기 위하여 자세히 살펴보거나 찾아봄
조사자	EXMNR	Examiner	N		 	調査者. 사물의 내용을 명확히 알기 위하여 자세히 살펴보거나 찾아보는 사람
조정	AJMT	Adjustment	N		 	調整. 어떤 기준이나 실정에 맞게 정돈함
조직	OGNZ	Organization	N		 	組織. 특정한 목적을 달성하기 위하여 여러 개체나 요소를 모아서 체계 있는 집단을 이룸. 
조치	ACTN	Action	N		 	措置. 벌어지는 사태를 잘 살펴서 필요한 대책을 세워 행함. 또는 그 대책
조항	ATCL	ARTICLE	N		N	본체 및 부속서(규정)의 구성 부분인 개개의 독립된 규정으로서 문장, 그림, 표, 식 등으
조회	INQ	Inquiry	N		 	照會. 어떠한 사항이나 내용이 맞는지 관계되는 기관 등에 알아보는 일
존재	EXST	EXISTENCE	N		Y	存在
 현실에 실제로 있음. 또는 그런 대상.
존폐	MTNABN	Maintenance Or Abolition	N		 	存廢. 존속과 폐지를 아울러 이르는 말
졸업	GRDTN	Graduation	N		 	卒業. 학생이 규정에 따라 소정의 교과 과정을 마침
종결	TRMN	Termination	N		 	終結. 일을 끝냄. 어떤 사태를 원인으로 하여 그 결과로 생기는 상태. 또는 일정한 논리적
종교	RLGN	RELIGION	N		Y	宗敎
 신이나 절대자를 인정하여 일정한 양식 아래 그것을 믿고, 숭배하고, 받듦으로써 마음
종료	END	End	N		 	終了. 어떤 행동이나 일 따위가 끝남. 또는 행동이나 일 따위를 끝마침
종류	KND	KIND	N		Y	種類
 어떤 기준에 따라 나눈 갈래.
종목	CLS	Class	N		 	種目. 여러 가지 종류에 따라 나눈 항목
종사자	ELPS	ENFILADE PERSON	N		Y	從事者 일정한 직업이나 부문, 일 따위에 종사하는 사람.
종이기록물	PPRC	PAPER RECORDS	N		N	문서, 도면, 대장, 카드류 등 기록물의 유형과 상관없이 종이 형태로 생산된 모든 기록물
종합	GNRL	GENERALIZATION	N		Y	綜合
 관련되는 여러 가지 것을 모아 하나의 통일된 것이 되게 함
좌측	LEFT	Left	N		N	왼쪽
주	WEEK	WEEK	N		Y	週
 월요일부터 일요일까지.
주건축물	MBLD	Main Building	N		 	主建築物. 대지 내에 건물이 둘 이상 있는 때, 주요한 역할이나 기능을 하는 건물. 전통 
주관	SPRVSN	Supervision	N		 	主管. 어떤 일을 책임을 지고 맡아 관리함
주류	AALQ	ALCOHOLIC AND LIQUOR	N		Y	酒類
 술의 종류
[법률정의] (주세법) 주정(희석하여 음료로 할 수 있는 것을 말하며, 
주문	ORDR	Order	N		 	注文. 어떤 상품을 만들거나 파는 사람에게 그 상품의 생산이나 수송, 또는 서비스의 제공을
주민등록번호	RRNO	Resident Registration Number	Y	주민등록번호	 	住民登錄番號. 주민등록을 할 때 국가에서 국민에게 부여하는 고유번호
주민세	RSDTX	Resident Tax	Y	금액	 	住民稅. 지방세의 하나. 그 지역에 거주하는 개인과 그 지역에 사무소나 사업소를 둔 법인,
주부속	MANX	Main Annex	N		 	主附屬. 주된 사물이나 기관에 딸려서 붙음. 또는 그렇게 딸려 붙은 사물 중의 우선 순위가
주소	ADDR	Address	Y	주소	 	住所. 사람이 살고 있는 곳이나 기관, 회사 따위가 자리 잡고 있는 곳을 행정 구역으로 나
주요	MAIN	Main	N		 	主要. 주되고 중요함
주제	THMA	THEMA	N		Y	主題
 대화나 연구 따위에서 중심이 되는 문제.
주체	MBY	MAIN BODY	N		Y	主體
 다른 쪽에 대하여 의사나 행위를 미치는 쪽.
주최자	HSTS	HOSTS OR HOSTESS	N		N	주최자, 주인. (hosts로 한 이유는 history를 hst로 했기 때문에 중복을 피하
준공	CMCN	Completion of Construction	N		 	竣工. 공사를 다 마침
준영구	SMPM	SEMI-PERMANENT	N		N	기록물 보존기간 준영구
준칙	RGLT	REGULATION	N		N	準則 준거할 기준이 되는 규칙이나 법칙.
중	MID	MIDDLE	N		N	中 등급, 수준, 차례 따위에서 가운데
중국어	CHNL	CHINESE LANGUAGE	N		Y	중국인이 쓰는 말.
중권역	SBSN	Subbasin	N		 	中圈域. 수질 및 수생태계 보전에 관한 법률에서 정하는 바에 따라 수질 보전을 위하여 면적
중단	CESE	Cease	N		N	中斷 중도에서 끊어지거나 끊음
중복	DPCN	Duplication	N		 	重複. 거듭하거나 겹침
중분류	MCLSF	Medium-Scale Classification	N		 	中分類. 대분류보다 자세하고 소분류보다 넓은 범위로 가름.
중앙영구기록관리시스템	CAMS	CENTRAL ARCHIVES 
MANAGEMENT SYSTEM	N		N	중앙기록물관리기관에서 영구기록물 관리를 전자적으로 수행하는 시스템
중요	IMPT	IMPORTANCE	N		Y	重要
 귀중하고 요긴함
증권	SCRT	Securities	N		 	證券. 재산상의 권리와 의무에 관한 사항을 기재한 서면. 유가 증권과 증거 증권이 있다.
증빙	PRUF	PROOF	N		Y	證憑
 신빙성 있는 증거로 삼음.
증정	PRST	PRESENTATION	N		N	贈呈 어떤 물건 따위를 성의 표시나 축하 인사로 줌  예) 증정인
지구	DSTRCT	District	N		 	地區. 일정한 기준에 따라 여럿으로 나눈 땅의 한 구획
지급	GIVE	Give	N		 	支給. 돈이나 물품 따위를 정하여진 몫만큼 내줌
지기	GARD	GUARD	N		N	지킴이. 지켜주는 사람. 관리자를 달리 이르는 말
지름	DM	DIAMETER	N		Y	원이나 구(球) 따위의 중심을 지나 그 둘레 위의 두 점을 직선으로 이은 선분(線分).
지목	LDCG	Land Category	N		 	地目. 주된 용도에 따라 땅을 구분하는 명목
지방채	MCPBND	Municipal Bond	Y	금액	 	地方債. 지방 자치 단체가 재정적인 필요에 따라 발행하는 채권
지번	LOTNO	Lot Number	N		 	地番. 토지의 일정한 구획을 표시한 번호
지붕	ROOF	Roof	N		 	집의 맨 꼭대기 부분을 덮어 씌우는 덮개
지사	BROF	Branch Office	N		 	支社. 본사에서 갈려 나가, 본사의 관할 아래 일정한 지역에서 본사의 일을 대신 맡아 하는
지상	GRND	Ground	N		 	地上. 땅의 위
지시	DRET	DIRECTIONS	N		N	指示
가리켜 보임
지역	RGN	Region	N		 	地域. 전체 사회를 어떤 특징으로 나눈 일정한 공간 영역
지원	SPRT	Support	N		 	支援. 지지하여 도움
지점	BRNCH	Branch	N		 	支店. 본점에서 갈라져 나온 점포. 본점의 지휘와 명령에 따르면서도 부분적으로 독립한 기능
지정	DSGN	Designation	N		 	指定. 가리키어 확실하게 정함
지정서	APPD	APPOINMENT DOCUMENT	N		Y	[指定書] 
가리키어 확실히 정하는 문서
지질	NOSL	NATURE OF SOIL	N		Y	地質
 지각을 이루는 여러 가지 암석이나 지층의 성질 또는 상태.
지출	EXPND	Expenditure	N		 	支出. 어떤 목적을 위하여 돈을 지급하는 일
지하	UDGD	Underground	N		 	地下. 땅속이나 땅속을 파고 만든 구조물의 공간
직군	JBGP	JOB GROUP	N		Y	職群 성질이 유사한 직무를 한데 뭉뚱그려 군으로 묶은 것. 토목직?건축직을 토건직으로, 경
직권	OFAT	OFFICIAL AUTHORITY	N		Y	職權
 그 직무를 수행(遂行)하기 위하여 가지고 있는 힘
직급	JBGD	Job Grade	N		 	職級. 직무의 등급. 일의 종류나 난이도, 책임도 따위가 상당히 비슷한 직위를 한데 묶은 
직렬	JBLN	JOB LINE	N		Y	職列 직무의 종류가 유사하고 책임과 어려움의 정도가 다른 직급의 계열. 경찰직?소방직?법제
직업	CR	Career	N		 	職業. 생계를 유지하기 위하여 자신의 적성과 능력에 따라 일정한 기간 동안 계속하여 종사하
